ID	Source	Source_Number	Direction	Target	Target_Number	Realizations	Examples
shift4248	earth, soil	3800	→	potato	445	2	2
shift6484	fin	1281	—	gills	783	1	1
shift7197	spleen (anat.)	4210	→	goldenrod	811	1	1
shift7548	horned	1659	→	slingshot	4116	3	3
shift3145	shoal	4042	→	troop (of fishes)	3443	7	7
shift2550	low (location)	263	→	of low rank	4524	7	7
shift2324	meat	621	→	kinship	1715	3	3
shift5963	firm, solid	1296	→	aborigine	1922	1	1
shift7415	money	700	→	expensive	3885	1	1
shift6083	to hug, embrace	2774	—	to copulate	2462	1	1
shift2514	princess	466	→	bride	3687	1	1
shift4491	bug (Heteroptera)	3713	→	sweet clover	4360	1	1
shift3293	drunk	4488	—	to grow numb	2725	1	1
shift6845	air	1961	→	blue	3634	1	1
shift0767	dark (adj.)	4382	→	incomprehensible	1762	14	14
shift5302	pig (Sus scrofa)	369	→	police officer	430	3	3
shift2852	big	3588	→	to grow up	2727	2	2
shift0411	wheel	54	→	vehicle	3753	8	8
shift7023	saddle	3913	→	whore	67	1	1
shift5369	tooth	3404	—	mouth	735	33	33
shift6174	bear (Ursus)	3539	→	tayra	2136	1	1
shift3723	to raise, lift (tr.)	3037	—	to draft (for the army)	2547	1	1
shift6867	<foreigner>	1210	→	tomato (Solanum lycopersicum)	3396	1	1
shift7534	<hat>	1534	→	man (male)	574	1	1
shift7650	to pinch	2976	→	to pluck (bird)	2987	1	1
shift4655	to knock down	2825	→	gloomy, depressed	796	1	1
shift7313	to snore	3183	—	to purr	3021	1	1
shift6004	fishbone	1301	—	awn	2069	5	5
shift8475	to sit	3160	→	afterbirth, placenta	1953	1	1
shift6245	to drop (tr.)	2562	—	to miss the target	2918	1	1
shift1363	to look asquint	2863	→	to disapprove	2526	4	4
shift1816	to hang	2733	→	to depend	2507	13	13
shift7292	St. Andrew	4238	→	December	4401	4	4
shift7557	white	62	→	horseradish	1667	1	1
shift3317	<dish>	4374	↔	disorder, mess	4446	9	9
shift5499	western swamphen	47	—	nightingale	1865	1	1
shift1465	face	1214	→	surface	4345	9	9
shift1211	to feel thirsty	2621	—	to want	3353	5	5
shift0013	to calculate, count	2393	→	to have opinion	2752	53	53
shift7885	tail	2113	→	last	162	1	1
shift7820	bow-string	3662	—	spring (mechanical device)	4223	1	1
shift2997	throat	2186	→	mouth	735	1	1
shift6370	nail (body part)	1816	→	quotation mark	1914	3	3
shift1075	to shine	3144	→	to seem	3122	2	2
shift8224	activity	1940	→	commerce, business	1046	5	5
shift6045	important	1746	→	respected, venerable	1462	3	3
shift7653	to thrust (into)	3299	→	horse-fly (Tabanidae)	1663	1	1
shift2385	to croak	2476	→	to predict misfortune	2998	3	3
shift1774	wing	92	—	edge, border	3810	1	1
shift3246	to go up	2713	→	to get on a vehicle	2684	5	5
shift3909	hummingbird	1685	—	lively person	235	1	1
shift5296	lead, plumbum	173	—	zinc	131	6	6
shift4671	road	1486	→	rule, regulations	1521	1	1
shift1989	closed	1003	→	cloudy	1009	2	2
shift4897	crow	1147	→	clubs (in cards)	1015	1	1
shift0798	taste (n.)	2132	→	intellect	1797	3	3
shift6904	monster (supernatural)	705	→	whale	51	4	4
shift5317	people (pl.)	344	→	village	3765	3	3
shift1798	to ride (e.g., a horse)	3086	→	to copulate	2462	5	5
shift1345	to dive	2540	→	<swimming bird>	3904	4	4
shift1744	to burn (intr.)	2384	→	spot, stain	4220	2	2
shift2815	forehead	1347	—	skull	4104	2	2
shift5814	rib	1473	→	husband / wife	1695	1	1
shift3544	eyelash	3898	→	ear, spike (of a grain plant)	3793	1	1
shift5270	to give birth	2693	→	mother	720	3	3
shift2847	left	183	→	bad	3493	1	1
shift6064	to ask, inquire	2240	—	to read	3042	1	1
shift5323	sword	4369	—	sickle	4070	1	1
shift5559	field	1271	→	year	2077	1	1
shift6219	silver	4081	→	grey-haired	848	1	1
shift4049	noise	1872	↔	quarrel	1901	7	7
shift7249	to lose (an object)	2866	→	to bury	2388	1	1
shift3627	to sit	3160	→	to be situated	2299	5	5
shift7828	to understand	3331	→	to have a good relationship	2745	1	1
shift3862	power, authority	450	—	sentence (by a court)	3993	1	1
shift2029	to stand up	3216	→	to be resurrected	2295	6	6
shift8287	spleen (anat.)	4210	→	lung	272	2	2
shift0038	to fall down	2605	→	to meet accidentally	2911	3	3
shift0255	wave	26	—	sail (n.)	3920	1	1
shift8231	mallow	573	→	marsh mallow	598	2	2
shift7897	to faint	2602	—	to be surprised	2305	0	0
shift5505	nut, hazel	1898	→	Eurasian nuthatch	3861	3	3
shift7898	to lose one's mind	2871	→	to be surprised	2305	6	6
shift3070	dragonfly	4476	—	<orthopteran>	4509	6	6
shift3351	muscle	747	→	strength	4301	1	1
shift4403	big	3588	→	grown-up, adult	852	6	6
shift4190	inland	1781	—	upriver	544	1	1
shift2217	friend	1380	—	enemy	3840	2	2
shift1764	to reach	3040	→	to mature	2906	6	6
shift3260	red	1444	→	arterial (blood)	2035	2	2
shift2928	dog	4458	→	beaver (Castor fiber)	3547	1	1
shift7594	thief	2169	—	mediator	623	1	1
shift7366	to make a mistake, be wrong	2879	→	to die	2517	1	1
shift3511	day	4391	→	to guard	2731	3	3
shift6596	father	1242	—	uncle	506	1	1
shift2531	to break (tr.)	2370	→	to fold (cloth)	2645	2	2
shift7862	wolverine	108	→	lazy person	172	1	1
shift3856	hunt down	1692	—	deer	4405	1	1
shift3406	mind (n.)	667	→	joke	1194	3	3
shift5395	paper	297	→	book (n.)	3647	3	3
shift8326	abdomen	1918	—	womb	110	6	6
shift3799	mushroom	748	→	Boletus edulis	3644	3	3
shift0339	hand/arm	1550	→	skilful, dexterous	4097	4	4
shift5054	to speak	3193	→	to correspond	2464	2	2
shift1749	to follow, go after smb.	2649	→	to resemble, be alike	3073	14	14
shift2940	little, small	232	→	low (social)	265	1	1
shift0684	rolling-pin	1491	—	arrow	2033	1	1
shift1461	young	2089	→	brave	3675	2	2
shift5947	string (of a musical instrument)	4303	—	rope, cord	1504	1	1
shift2840	cheap	947	→	vulgar, common	3784	1	1
shift1440	black cloud	3611	→	sponge	4215	2	2
shift5075	boss	3651	→	husband	1694	1	1
shift7421	metal	643	→	instrument, tool	1793	1	1
shift5222	sky	4106	→	bed canopy	3550	6	6
shift4851	to catch up	2409	→	to find	2627	1	1
shift0434	shoulder	4053	—	back (body part)	3485	7	7
shift7730	mouse	733	→	grey	846	1	1
shift0608	to extinguish	2596	—	to lose	2865	1	1
shift4351	stomach	4277	→	appetite	2017	2	2
shift5930	ankle bone for playing	2003	→	spool	4216	1	1
shift0711	to stick, adhere	3223	—	to fight, scuffle	2625	6	6
shift5596	common vole	1063	—	mole (Talpa)	694	3	3
shift3936	weather	34	—	rheumatism	1468	1	1
shift2269	to eat	2569	→	to consume	2454	3	3
shift0272	servant	3997	→	I	1728	10	10
shift4371	to sink into	3159	→	anchor	1991	1	1
shift8444	to put	3025	→	to set	3128	1	1
shift8258	horse	1661	→	bison	3603	1	1
shift2828	lotus	258	→	beautiful	3545	2	2
shift2829	bone marrow	3646	→	core (of plant)	1096	10	10
shift4503	arrow	2033	→	belemnite	3567	0	0
shift2499	to drill	2556	→	pain	284	2	2
shift4866	club (a weapon)	1013	→	clubs (in cards)	1015	2	2
shift5164	son	4163	—	man (male)	574	2	2
shift6578	foundation, basement	1357	→	bearing (mechanical device)	3544	1	1
shift6856	shame	4017	—	veil, head-covering	3754	1	1
shift8363	queen, princess	1906	→	bride	3687	6	6
shift8207	to lie (posture)	2848	→	to hatch eggs	2740	2	2
shift5273	aunt (father's sister)	2057	→	lady	143	1	1
shift0978	to hit the target	2769	→	to guess	2732	6	6
shift4963	to lose colour	2867	→	to lose fertility (of the soil)	2869	1	1
shift0324	to raise, lift (tr.)	3037	→	pregnant	456	1	1
shift1944	knot	1723	→	bud (on a twig)	3712	2	2
shift0639	to ripen	3089	—	to become ready (of food)	2321	8	8
shift4104	soaked in sauce	4146	—	experienced	3887	1	1
shift4942	son-in-law	4164	—	daughter-in-law	4389	1	1
shift2582	can, to be able	882	→	to know	2826	3	3
shift6317	to take	3268	—	to help, aid	2761	1	1
shift8051	twin	3471	→	conjoined fruits	1080	7	7
shift4711	to scratch (with nails)	3116	→	to run away	3102	1	1
shift4983	head	1578	→	nipple (part of the breast)	1868	1	1
shift6684	catapult	908	→	seesaw	3985	1	1
shift3847	age	1957	—	weather	34	1	1
shift3243	to shut, close	3155	→	to extinguish	2596	1	1
shift4848	body part	3642	→	member	631	5	5
shift2007	nose	1879	→	angry	1997	3	3
shift6499	lame	149	→	unlucky	532	1	1
shift7265	hour	1675	→	class, lesson	991	6	6
shift5218	head	1578	→	chapter (of a book)	943	11	11
shift7724	day	4391	—	time	2200	1	1
shift5976	to put into	3026	→	to lock	2859	1	1
shift7587	to drive, to force to move on	2560	→	to make blunt	2885	1	1
shift0032	to get, obtain	2691	→	to wait	3347	1	1
shift4022	father	1242	—	defender	4407	7	7
shift2634	grain, seed	823	→	rash, eruption	1429	2	2
shift5472	desert (n.)	4418	→	hardship	1560	1	1
shift1125	to shave	3140	→	to draft (for the army)	2547	2	2
shift7019	to stand up	3216	→	to go away	2700	1	1
shift1294	many, much	584	→	very	3761	16	16
shift0413	red	1444	→	beautiful	3545	6	6
shift5176	to sail	3107	→	to soar	3185	5	5
shift2319	sick, ill	4069	→	moon	708	1	1
shift0225	nimble, deft, quick	1866	→	comfortable	1044	1	1
shift3466	tasty	2134	↔	good	814	4	4
shift0338	vessel	3762	→	ability	1921	1	1
shift1807	to see/to look at	3121	→	to guard	2731	5	5
shift4035	father	1242	→	amazing	1983	1	1
shift3940	necessary	1836	—	middle	652	1	1
shift7367	to wither	3379	→	to die	2517	1	1
shift3721	to raise, lift (tr.)	3037	—	to endure a load	2579	1	1
shift0206	to soil, make dirty	3187	→	to waste	3357	1	1
shift7105	vineyard	3767	↔	garden	766	4	4
shift1932	to defecate	2502	→	to waste	3357	2	2
shift3889	to defeat, win	2501	—	to gain, to earn	2663	2	2
shift7500	to polish	2991	→	to render a wall	3068	1	1
shift3360	horn	1657	→	branch (of a river)	3671	1	1
shift6323	horse	1661	—	cattle	914	1	1
shift5244	drone	4484	—	bumblebee	3719	4	4
shift5133	sister	4091	→	term of address to a woman	2157	1	1
shift0885	to burn (intr.)	2384	→	to incur losses	2787	4	4
shift5712	pike (fish)	373	→	April	2021	1	1
shift8347	child	957	→	prince	465	3	3
shift1317	to sit down	3161	→	to set (of Moon, Sun)	3129	7	7
shift1865	to go around	2699	→	to deceive	2494	2	2
shift1957	earth	3798	—	dust	4503	1	1
shift2563	worm	123	→	caterpillar	910	6	6
shift5646	black	3610	→	bear (Ursus)	3539	2	2
shift8521	liquid food	227	→	benefit	3581	1	1
shift3199	cereal	933	→	cornflower (Centaurea)	1102	2	2
shift6843	gas	771	→	nonsense	1874	1	1
shift4785	bitter	3607	—	difficult	4433	1	1
shift1394	donkey	4463	→	fool	1336	17	17
shift0039	to meet	2909	→	to like	2852	1	1
shift5757	mist, fog	683	—	dust	4503	10	10
shift5857	to resemble, be alike	3073	→	to get along (with smb.)	2672	1	1
shift6503	May	609	→	cockchafer	1024	22	22
shift3389	to ask, inquire	2240	→	to torture	3305	2	2
shift2638	smoke	4130	→	arrogance	2031	3	3
shift8641	larva	160	→	penis	343	1	1
shift6533	true sedge (Carex)	3447	—	swamp	4354	1	1
shift6026	deaf	4396	→	remote area	1457	3	3
shift2651	to feel hunger	2616	—	to want	3353	5	5
shift6016	foot/leg	1340	→	assistant	2047	1	1
shift3412	road	1486	—	quick	1908	2	2
shift1949	face	1214	→	mountain slope	732	3	3
shift8143	term of address to a woman	2157	—	<exclamation of surprise, pain or sorrow>	3787	1	1
shift5086	country, land	1109	→	wife	73	1	1
shift5430	to go out	2708	→	to speak	3193	1	1
shift7263	edge, border	3810	→	end	3837	2	2
shift1289	to touch	3307	→	to soil, make dirty	3187	1	1
shift4334	to ride a surfboard	3087	—	to browse through (a digital source)	2382	2	2
shift8502	straw	4298	→	November	1888	1	1
shift0201	simple	4082	—	quick	1908	1	1
shift6114	hair (of animals)	1542	→	wool	119	1	1
shift0698	board, plank	3638	—	cover, lid	1121	1	1
shift2841	weed	40	—	garbage	765	1	1
shift7860	widow	71	→	swearword	4356	1	1
shift4846	tiger	2196	→	lion (Panthera leo)	223	1	1
shift7981	red	1444	→	hearts (in cards)	1589	2	2
shift1150	low (location)	263	→	bad (ethically)	3494	21	21
shift4332	apple	2018	→	Jerusalem artichoke	1183	1	1
shift1522	head	1578	→	heading, title	1579	3	3
shift0613	human, person	1683	→	other`s	4568	3	3
shift1344	to squeak	3205	→	murine rodent	746	2	2
shift4111	to sing	3157	→	shaman	4015	1	1
shift5057	dry	4491	→	dry (wine)	4492	10	10
shift1580	to bark	2250	—	to fight, scuffle	2625	1	1
shift4353	to burn (intr.)	2384	→	bitter	3607	1	1
shift3388	to pull, to draw	3018	→	to torture	3305	2	2
shift2875	torso	3413	→	fat (adj.)(of a person)	1239	2	2
shift8166	to sharpen	3139	→	to set bounds	3131	1	1
shift2977	poppy (Papaver somniferum)	441	→	top, upper part	3407	1	1
shift0544	skin (of a person)	4100	→	torso	3413	2	2
shift5055	to strike, hit	3234	→	to correspond	2464	2	2
shift4118	aunt (father's sister)	2057	—	mother-in-law	723	4	4
shift5604	to pray	2996	→	mantis	582	22	22
shift5922	will	83	→	love	262	3	3
shift2378	stone (piece of rock)	4281	→	bullet	3716	1	1
shift0051	memory	635	—	respect (n.)	1461	2	2
shift8464	draught animal	4478	→	husband / wife	1695	5	5
shift8269	old man	4534	→	thunder	2189	4	4
shift2262	metal	643	→	money	700	8	8
shift0229	to sit	3160	→	to give birth	2693	1	1
shift7609	third	2175	→	March	589	7	7
shift0200	to bind	2345	→	astringent	2048	1	1
shift5482	moon	708	→	silver	4081	1	1
shift1086	girl	786	—	doll	4460	3	3
shift4584	doll	4460	→	mandrel (technology)	577	1	1
shift3630	sharp point	4023	—	tooth	3404	1	1
shift4421	almond	1973	→	tonsil	3401	24	24
shift0815	white	62	→	poplar (Populus alba)	440	2	2
shift0674	<artiodactyl (even-toed animal)>	1917	→	woman	109	14	14
shift1361	to change (tr.)	2417	↔	to change clothes	2418	7	7
shift6406	hair	1541	→	comet	1043	4	4
shift5957	to wither	3379	→	to lose colour	2867	2	2
shift8333	child	957	—	girl	786	5	5
shift0287	to strew	3233	→	to hinder	2765	1	1
shift4259	ocean	4519	→	foreign	1348	1	1
shift4342	water	16	→	kind (n.)	1710	1	1
shift0370	to read	3042	→	to learn, study	2837	67	67
shift6940	first time	1298	—	just now	1204	1	1
shift7431	below, down, bottom part	3575	→	North	1877	12	12
shift3906	child (son or daughter)	958	→	pupil (of an eye)	493	3	3
shift8020	enemy	3840	→	<foreigner>	1210	3	3
shift5134	woman	109	→	term of address to a woman	2157	1	1
shift7182	butcher	3730	→	shrike	4058	2	2
shift4017	white	62	→	bare (feet)	3513	1	1
shift8206	to sleep	3169	→	to hatch eggs	2740	1	1
shift0907	right (vs. left)	1481	→	polite	431	1	1
shift0652	liquid (adj.)	226	→	weak	28	1	1
shift0489	mouth	735	→	speech	4193	12	12
shift6226	to break (intr.)	2368	→	to break (of male voice)	2369	3	3
shift0982	to speak	3193	—	to show, indicate	3151	4	4
shift5485	winter	94	→	common bullfinch	1048	2	2
shift3882	to break (intr.)	2368	→	to be satisfied (sexually)	2296	1	1
shift3600	meat	621	—	body part	3642	1	1
shift0183	last	162	→	next	1860	1	1
shift8500	place	392	→	afterbirth, placenta	1953	5	5
shift2159	to crawl	2473	→	to be torn	2309	2	2
shift8342	child	957	→	small object	4123	1	1
shift2731	board, plank	3638	→	table, desk	2107	11	11
shift2718	storehouse; depo	4286	→	shop	4047	5	5
shift6040	rough wool	1509	→	rude, impolite	1517	1	1
shift7485	opposite	4555	→	against	1956	2	2
shift1468	ravine	1434	—	steppe, plain	4261	1	1
shift6491	curved	1167	→	homosexual	1639	1	1
shift3606	womb	110	→	inside	1787	1	1
shift2226	circle	983	—	destiny	4419	1	1
shift4053	to make sit	2897	→	to plant	2979	10	10
shift8392	Mid-Autumn	651	→	September	3996	1	1
shift5616	to hunt	2776	→	fighter plane	1277	17	17
shift4870	square (geometrical)	4233	→	diamonds (in cards)	4429	9	9
shift7813	cat	905	→	pyrite	500	3	3
shift2382	bow (weapon)	3659	→	fire-arms	1289	4	4
shift3816	bishop	3601	—	bishop (chess)	3602	2	2
shift0215	to dye	2566	→	to boast	2360	2	2
shift0136	to grasp, seize	2717	→	inclination to smth	1759	1	1
shift3819	jester	1184	→	bishop (chess)	3602	2	2
shift4812	wife	73	—	daughter-in-law	4389	1	1
shift0764	bitter	3607	→	sad	3912	26	26
shift5743	warm	10	→	South	4179	1	1
shift3941	slow (adj.)	4120	—	calm	877	5	5
shift0155	earth	3798	→	Saturday	3945	1	1
shift4156	to move away	2927	—	to abolish	2209	3	3
shift2202	cauldron	916	→	cannon (weapon)	887	3	3
shift0115	quick	1908	→	skilful, dexterous	4097	4	4
shift4752	gold	807	→	common bullfinch	1048	1	1
shift7573	female servant, maid	1258	→	nurse (junior medical staff)	1897	1	1
shift6909	steam, vapour	4251	→	distilled alcohol	4451	1	1
shift1876	to lean on/against	2835	→	to endure	2578	2	2
shift6874	light (n.)	210	→	state, situation	4250	3	3
shift6084	to reach	3040	→	to turn (of age)	3319	2	2
shift1590	to fall down	2605	—	to get (to), to find oneself (in)	2669	8	8
shift7424	mortar (bowl)	714	—	bell	3568	1	1
shift5336	zenith	129	—	noon	1875	2	2
shift6315	to practice witchcraft	2994	→	to charm, to delight	2421	0	0
shift4678	official (n.)	4525	→	dragonfly	4476	1	1
shift2111	rooster	1497	→	bully	3718	6	6
shift3116	blade	3620	→	wave	26	1	1
shift0171	to strike, hit	3234	→	to tell lie	3291	2	2
shift5294	silver	4081	→	tin (n.)	2202	2	2
shift1466	face	1214	→	manner, way	581	2	2
shift6086	to catch up	2409	→	to ripen	3089	1	1
shift6576	to cope (with)	2461	→	to give birth	2693	1	1
shift8528	heart	1588	→	grain, seed	823	1	1
shift0453	jewel, precious stone	1187	→	eye	3890	3	3
shift0043	to want	3353	↔	to love	2874	11	11
shift0270	to dig	2519	—	angry	1997	1	1
shift4672	plough, ard	412	→	moose	709	1	1
shift1310	to press	3002	→	to restrain, control one’s feelings	3077	7	7
shift5980	precipitous	454	—	pure	496	1	1
shift6073	to break (intr.)	2368	→	to come to end, to cease	2441	2	2
shift4067	to accompany (music)	2212	→	to express agreement	2595	1	1
shift3967	frozen	1392	—	unripe (fruit)	538	1	1
shift5067	son	4163	—	servant	3997	3	3
shift4341	reflection (in the mirror, water)	1449	—	mirror (website)	676	1	1
shift6698	carriage	896	→	spool	4216	1	1
shift7290	Jesus Christ	1186	→	December	4401	1	1
shift0422	trunk (of a tree)	3451	—	stump (of tree)	4311	1	1
shift7585	to ride (e.g., a horse)	3086	→	to sail	3107	1	1
shift3480	body part	3642	→	cell (of a political party, organization)	925	2	2
shift5278	girl	786	—	sister	4091	1	1
shift6147	pomegranate	434	→	hawthorn	1571	1	1
shift0844	to fall down	2605	→	to lose colour	2867	2	2
shift4805	man (male)	574	—	soldier	4154	2	2
shift4713	back (body part)	3485	→	book spine	3648	1	1
shift0881	South	4179	→	front part	1389	2	2
shift7849	ember	3831	→	Mars	597	1	1
shift3062	to blink (by eyes)	2352	—	to tremble	3315	1	1
shift6729	seat, chair	3977	→	bridge (of musical imstrument)	3690	2	2
shift2671	plant (biol.)	398	→	drug, medicine	4486	7	7
shift3161	dirty	4440	→	evil spirit	3877	3	3
