NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	CERTAINTY	GLOSS_IN_SOURCE	DEFINITION	ALIAS	DOMAIN
415	butt of the rifle			100	butt of the rifle			N/a
416	butter	1245	BUTTER	19	butter			N/a
417	butterfly	1791	BUTTERFLY	100	butterfly			Animals
418	butterfly fish				butterfly fish	fish of the family Chaetodontidae		N/a
419	butterfly stroke				butterfly stroke	swimming stroke in which the body is prone, the arms are moved in simultaneous circles, and the feet are kicked up and down		N/a
420	buttock	834	BUTTOCKS	100	buttock			Body parts
421	button (on a dress)	757	BUTTON	100	button (on a dress)			Artifacts
422	buttonquail				buttonquail	bird Turnix sp.		N/a
423	by heart	71	BY HEART	100	by heart			Abstract relations
424	byte				byte			N/a
425	capricorn beetle				&lt;capricorn beetle&gt;			Animals
426	clothes	1895	CLOTHES	100	&lt;clothes&gt;			Artifacts
427	cold steel				&lt;cold steel&gt;			Artifacts
428	colour	1613	COLOR	100	&lt;colour&gt;			N/a
429	container	1465	BOX	19	&lt;container&gt;			N/a
430	crockery				&lt;crockery&gt;			Artifacts
431	curse	8	CURSE	19	&lt;curse&gt;			N/a
432	cabbage	774	CABBAGE	19	cabbage			N/a
433	caecum (blind gut)				caecum (blind gut)	a cavity open at one end (such as the blind end of a duct), especially a blind pouch connected to the large intestine between the ileum and the colon		N/a
434	cage	3283	CAGE	19	cage	enclosure made of bars, normally to hold animals		N/a
435	calendar	1967	CALENDAR	19	calendar	system of organizing days. This is done by giving names to periods of time, typically days, weeks, months and years.		N/a
436	calf (young cow or bull)	1008	BULL	11	calf (young cow or bull)	young cow or bull		N/a
437	calf of a leg	498	CALF OF LEG	100	calf of a leg			N/a
438	callus, corn	506	MAIZE	15	callus, corn			N/a
439	calm			100	calm			Non-physical
440	camel	1871	CAMEL	100	camel			Animals
441	camomile				camomile			N/a
442	camp	1105	CAMP	100	camp			Artifacts
443	campfire, bonfire	2986	CAMPFIRE	15	campfire, bonfire	fire lit outdoors		N/a
444	can, to be able	972	BE ABLE	100	can, to be able			Modal
445	Cancer (constellation)				Cancer (constellation)	constellation of the zodiac supposedly shaped like a crab		N/a
446	cancer (disease)				cancer (disease)	disease in which the cells of a tissue undergo uncontrolled (and often rapid) proliferation		Mental acts and states
447	candle	1273	CANDLE	19	candle			N/a
448	cannabis				cannabis			N/a
449	cannon (weapon)	3202	CANNON	100	cannon (weapon)			Artifacts
450	cap peak			100	cap peak			Artifacts
451	cape	1662	CAPE	100	cape			Natural objects
452	Capricorn				Capricorn	constellation of the zodiac supposedly shaped like a goat		N/a
453	capsule (pharmacy)				capsule (pharmacy)	small container containing a dose of medicine		N/a
454	captive			100	captive			Human being
455	capybara	314	CAPYBARA	19	capybara	semi-aquatic South American rodent, Hydrochoerus hydrochaeris, the largest living rodent		N/a
456	carabus (Carabus)			100	carabus (Carabus)			Animals
457	caraway (meridian fennel)				caraway (meridian fennel)	plant Carum carvi		N/a
458	carriage	2620	CARRIAGE	19	carriage			N/a
459	carrion				carrion	dead flesh, carcasses		Physical effect
460	carrot	3085	CARROT	19	carrot	plant,  Daucus carota, with edible roots		N/a
461	cartilage			100	cartilage			Body parts
462	case (grammar)			100	case (grammar)			Abstract entities
463	case, event			100	case, event			Abstract entities
464	cast iron				cast iron	hard and brittle, but strong, alloy of iron, carbon, and silicon, formed by casting in a mould		N/a
465	caste			100	caste			N/a
466	castor bean (Ricinus communis)			100	castor bean (Ricinus communis)			Plants
467	cat	1208	CAT	100	cat			Animals
468	cat's-foot (Antennaria)				cat&#39;s-foot (Antennaria)			N/a
469	catamaran				catamaran	twin-hulled ship or boat		Evaluation
470	catapult				catapult	a ballistic device used to launch a projectile a great distance without the aid of gunpowder or other propellants – particularly various types of ancient and medieval siege engines		N/a
471	cataract (of the eye)				cataract (of the eye)	clouding of the lens in the eye leading to a decrease in vision		N/a
472	caterpillar	2247	CATERPILLAR	100	caterpillar			Animals
473	caterpillar track				caterpillar track			N/a
474	catkin			100	catkin			Plants
475	catnip (Nepeta cataria)			100	catnip (Nepeta cataria)			Plants
476	cattle	1153	CATTLE	100	cattle			Animals
477	caul, amniotic sac			100	caul, amniotic sac			Body parts
478	cauldron			100	cauldron			Artifacts
479	cause, reason	860	CAUSE	19	cause, reason	None		Abstract entities
480	cautious			100	cautious			N/a
481	cave	1155	CAVE	100	cave			Natural objects
482	cavity, hollow			100	cavity, hollow			Natural objects
483	ceiling			100	ceiling			Artifacts
484	celebrity			100	celebrity			Human being
485	celery	3727	CELERY	19	celery	herb (Apium graveolens)		Artifacts
486	cell (in biology)				cell (in biology)	basic unit of a living organism, consisting of a quantity of protoplasm surrounded by a cell membrane		N/a
487	cell (of a political party, organization)			100	cell (of a political party, organization)			Artifacts
488	cell (of honeycomb)				cell (of honeycomb)	small hexagonal compartment in a honeycomb		N/a
489	cellar			100	cellar			N/a
490	cemetery	3284	GRAVEYARD	19	cemetery	place where the dead are buried; a graveyard		N/a
491	censer				censer	a vessel for smoking incense during worship		N/a
492	centre	491	CENTER	100	centre			Space
493	centrifuge				centrifuge	device in which a mixture of denser and lighter materials (normally dispersed in a liquid) is separated by being spun about a central axis at high speed		N/a
494	century				century			Time
495	cereal			100	cereal	type of grass (such as wheat, rice or oats) cultivated for its edible grains		Plants
496	chaff	2363	CHAFF (HUSK)	100	chaff			Artifacts
497	chaffinch				chaffinch	bird  Fringilla coelebs		N/a
498	chain (n.)	1627	CHAIN	100	chain (n.)			Artifacts
499	chalk				chalk			N/a
500	chameleon	1555	CHAMELEON	100	chameleon			Animals
501	champignon (Agaricus)				champignon (Agaricus)			N/a
502	champion, winner				champion, winner	A person who won a competition		N/a
503	channel, opening in a reef	2423	CHANNEL	15	channel, opening in a reef			N/a
504	chanterelle			100	chanterelle			Plants
505	chapter (of a book)	835	CHAPTER	100	chapter (of a book)			Abstract entities
506	charger, cartridge clip			100	charger, cartridge clip			Artifacts
507	charr (Salvelinus)				charr (Salvelinus)			N/a
508	chatter, idle talk			100	chatter, idle talk			Abstract entities
509	cheap	1887	CHEAP	100	cheap			Non-physical
510	cheek	1730	CHEEK	100	cheek			Body parts
511	cheek-bone			100	cheek-bone			Body parts
512	cheerful				cheerful			Non-physical
513	cheerful mood			100	cheerful mood			Abstract entities
514	cheese	1569	CHEESE	19	cheese	diary food		N/a
515	chervil (Anthriscus cerefolium)				chervil (Anthriscus cerefolium)			N/a
516	chest (body part)	1592	CHEST	100	chest (body part)			Body parts
517	chestnut	2318	CHESTNUT	100	chestnut			N/a
518	chickenpox				chickenpox	varicella, is a highly contagious disease caused by the initial infection with varicella zoster virus. The disease results in a characteristic skin rash that forms small, itchy blisters, which eventually scab over		N/a
519	child	2099	CHILD	100	child	child (son or daughter) / child (young person)		Human being
520	child (son or daughter)	1801	CHILD (DESCENDANT)	19	child (son or daughter)			Human being
521	child (young person)	2099	CHILD	11	child (young person)	None		N/a
522	child before baptism			100	child before baptism			Human being
523	childbirth	2805	BIRTH (ACCOUCHEMENT)	19	childbirth	action of giving birth to a child, as the culmination of pregnancy		N/a
524	childless				childless			N/a
525	children	2099	CHILD	19	children			N/a
526	children's food				children&#39;s food	special food for children or babies		N/a
527	chili pepper	919	CHILI PEPPER	19	chili pepper	plant from the genus Capsicum, cultivated for their pungency		N/a
528	chin	1510	CHIN	100	chin			Body parts
529	China				China	nation or civilization occupying the country around the Yellow, Yangtze, and Pearl Rivers in East Asia, taken as a whole under its various dynasties		N/a
530	Chionactis occipitalis				Chionactis occipitalis			N/a
531	chip			100	chip			Natural objects
532	chisel	1979	CHISEL	19	chisel			N/a
533	cholera				cholera			N/a
534	chopped billet			100	chopped billet			Artifacts
535	chord (geometry)				chord (geometry)	straight line between two points of a curve		N/a
536	chord (music)				chord (music)	harmonic set of three or more notes that is heard as if sounding simultaneously		N/a
537	Christmas	2405	CHRISTMAS	19	Christmas	festival/holiday commemorating the birth of Jesus Christ and incorporating various Christian, pre-Christian, pagan and secular customs, which is celebrated on December 25 in most places		N/a
538	chrysalis			100	chrysalis			Animals
539	chum salmon				chum salmon	fish Oncorhynchus keta		N/a
540	cicada	2353	CICADA	19	cicada			Animals
541	cigar				cigar			N/a
542	cigarette butt				cigarette butt	None		Artifacts
543	cinema			100	cinema			Artifacts
544	cipher, code				cipher, code	method of transforming a text in order to conceal its meaning		N/a
545	circle	1467	CIRCLE	100	circle			Natural objects
546	circular halo				circular halo			N/a
547	cirrus (clouds)				cirrus (clouds)	principal high-level cloud type characterised by white, delicate filaments or wisps, of white (or mostly white) patches, or of narrow bands		Physiologic processes and states
548	citron	1126	CITRUS FRUIT	100	citron			N/a
549	city block				city block	smallest part of a town enclosed by streets		N/a
550	clandestine activity			100	clandestine activity			N/a
551	clapper of a bell				clapper of a bell			N/a
552	clasp, buckle			100	clasp, buckle			Artifacts
553	class, lesson				class, lesson	a period of time when students are being taught something at school or university		N/a
554	classical			100	classical			N/a
555	classifier for spherical objects				classifier for spherical objects	None		Artifacts
556	clavicle	1994	COLLARBONE	100	clavicle			Body parts
557	claw	72	CLAW	100	claw	curved, pointed horny nail on each digit of the foot of a mammal, reptile, bird, or devil		Animals
558	claw (of a crustacean)	72	CLAW	11	claw (of a crustacean)	pincer (chela) of a crustacean or other arthropod		N/a
559	clay	1399	CLAY	100	clay			Natural objects
560	clean (adj.)	704	CLEAN	100	clean (adj.)			Other physical
561	clever	1310	CLEVER	100	clever			Non-physical
562	clew			100	clew			Artifacts
563	clitoris	3257	CLITORIS	19	clitoris	the small sensitive organ just above the opening of a woman’s vagina which becomes larger when she is sexually excited (Oxford dictionary)		N/a
564	close (of relations)			100	close (of relations)			Non-physical
565	closed	589	CLOSED	100	closed			Other physical
566	clot of blood				clot of blood			N/a
567	clothes	1895	CLOTHES	100	clothes			Artifacts
568	clothes moth				clothes moth			N/a
569	cloud	1489	CLOUD	100	cloud			Natural objects
570	cloudberry (Rubus chamaemorus)				cloudberry (Rubus chamaemorus)			N/a
571	cloudy	2341	CLOUDY	100	cloudy			Non-physical
572	clove (of a garlic)			100	clove (of a garlic)			Plants
573	clove, segment	2000	CLOVE	100	clove, segment			Natural objects
574	clover				clover			N/a
575	club (a weapon)	1763	CLUB	11	club (a weapon)			N/a
576	club-rush (Scirpus)				club-rush (Scirpus)	plant Scirpus sp.		N/a
577	clubs (in cards)			100	clubs (in cards)			Abstract entities
578	clumsy			100	clumsy			Non-physical
579	coachman				coachman	man who drives a horse-drawn coach		N/a
580	coal	2658	COAL	100	coal			Natural objects
581	coast	1525	COAST	100	coast			Natural objects
582	coati	2389	COATI (COATIMUNDI)	19	coati	any of several omnivorous mammals, of the genus Nasua or Nasuella, in order Carnivora, that live in the range from southern United States to northern Argentina		N/a
583	cobalt (metal)				cobalt (metal)			N/a
584	coccyx, tailbone				coccyx, tailbone	final (bottom-most) fused vertebrae at the base of the spine		Possession
585	cock (of a gun)	1878	COCK	100	cock (of a gun)	hammer of a firearm trigger mechanism that strikes the cartridge capsule or strikes with a flint to make a spark (in a gun with a percussion flintlock)		Artifacts
586	cockchafer				cockchafer	any of the large European beetles from the genus Melolontha		N/a
587	cockroach	1575	COCKROACH	100	cockroach			Animals
588	cod				cod			Animals
589	codfish				codfish			N/a
590	codling moth larva				codling moth larva	caterpillar of Cydia pomonella		N/a
591	coffee	1299	COFFEE	19	coffee			N/a
592	coffin	2011	COFFIN	100	coffin			Artifacts
593	coin	1867	COIN	19	coin			N/a
594	cold	1287	COLD	19	cold	None		Natural objects
595	cold (disease)	102	COMMON COLD (DISEASE)	19	cold (disease)	None		Physiology
596	Coleus (Plectranthus) rotundifolius				Coleus (Plectranthus) rotundifolius	perennial herbaceous plant of the mint family (Lamiaceae) native to tropical Africa. It is cultivated for its edible tubers primarily in West Africa, as well as more recently in parts of Asia, especially India, Sri Lanka, Malaysia, and Indonesia		N/a
597	collar	2012	COLLAR	100	collar			Artifacts
598	collarbone	1994	COLLARBONE	19	collarbone	a slender, S-shaped long bone approximately 6 inches (15 cm) long that serves as a strut between the shoulder blade and the sternum (breastbone) (Wiki)		N/a
599	colored leaves				colored leaves			N/a
600	colour	1613	COLOR	100	colour			Abstract entities
601	columbine (Aquilegia)			100	columbine (Aquilegia)			Plants
